,Attr2,Attr8,Attr9,Attr10,Attr15,Attr16,Attr17,Attr22,Attr26,Attr27,Attr34,Attr46,Attr64,class
7810,0.909,0.10011,2.104,0.090998,5123.8,0.071236,1.1001,0.03532,0.066649,1.2101,2.2831,0.90017,3.4067,0
7811,0.81361,0.22909,1.8667,0.18639,12948.0,0.02819,1.2291,0.058727,0.026082,0.8248,2.2221,0.44272,4.2489,0
7812,0.52178,0.70742,1.084,0.36912,1085.5,0.33624,1.9165,0.18362,0.33624,0.88592,0.35191,0.32627,5.103,0
7814,0.80361,0.1274,1.0065,0.10238,-5272.2,-0.069231,1.2444,0.013868,-0.053878,0.11661,0.017258,0.63048,2.8376,0
7818,0.5696,0.47988,0.99524,0.27334,2955.7,0.12349,1.7556,0.026572,0.12018,0.15043,0.04665,0.29731,2.1489,0
7820,0.41638,1.3985,1.0358,0.5823,7046.1,0.051802,2.4017,0.039179,0.051893,0.39125,0.094094,1.3484,1.2353,0
7822,0.55398,0.8051,1.0411,0.44602,3793.0,0.09623,1.8051,0.03008,0.0853,0.23844,0.054297,0.84684,2.3693,0
7823,0.76413,0.30867,0.69144,0.23587,4547.1,0.08027,1.3087,0.050208,0.084293,0.4575,0.065706,0.76768,1.8095,0
7826,0.73245,0.31925,1.1005,0.23384,2766.7,0.13193,1.3653,0.21775,0.11708,1.0135,0.2973,2.9436,6.2588,0
7828,0.49924,0.84473,1.077,0.42172,1376.3,0.2652,2.003,0.10533,0.26263,0.83827,0.21098,0.85964,2.6596,0
7829,0.5892,0.69722,2.5407,0.4108,1858.7,0.19638,1.6972,0.095329,0.1707,2.3326,4.1503,0.63274,4.034,0
7830,0.094825,9.4367,1.1075,0.89483,180.05,2.0272,10.546,0.088395,1.7111,1.0126,0.93219,3.2618,1.8669,0
7832,0.80249,0.21733,1.0966,0.1744,2624.8,0.13906,1.2461,0.13413,0.12877,1.0042,0.16715,1.6353,4.0193,0
7833,0.35006,1.8567,1.019,0.64994,1159.4,0.31482,2.8567,0.10709,0.30789,6.9461,2.8685,0.6054,1.4152,0
7834,0.70846,0.4115,1.6931,0.29154,5425.1,0.06728,1.4115,0.061651,0.053946,4.4003,1.7699,0.56335,2.8656,0
7835,0.55573,0.79703,1.02,0.44293,5022.7,0.07267,1.7994,0.028236,0.06314,0.20337,0.050809,0.8722,2.8549,0
7837,0.59149,0.31307,0.99802,0.18518,1585.0,0.23028,1.6906,0.047744,0.23028,0.36025,0.080718,0.66609,1.9843,0
7838,0.74068,0.35011,1.0168,0.25932,3940.6,0.092625,1.3501,0.036135,0.090758,0.23672,0.048786,0.56559,2.8723,0
7841,0.7091,0.41024,2.2333,0.2909,4438.1,0.082243,1.4102,0.074791,0.075039,1.3737,3.0935,0.56888,5.4384,0
7842,0.74718,0.33837,1.4509,0.25282,-3814.3,-0.095693,1.3384,-0.030973,-0.095188,-0.4341,2.0026,0.52267,2.4956,0
7843,0.59355,0.39677,1.0864,0.2355,1446.6,0.25232,1.6848,0.15417,0.25232,0.93248,0.25975,0.88855,3.1728,0
7845,0.50861,0.96614,2.932,0.49139,5642.9,0.064683,1.9661,0.0093168,0.064683,11.418,5.7553,1.122,11.914,0
7849,0.87509,0.14273,2.9223,0.12491,8189.8,0.044568,1.1427,0.038903,0.031079,1.8303,3.2989,0.5776,15.513,0
7851,0.4873,0.95149,1.0524,0.46367,1139.9,0.3202,2.0521,0.11622,0.3202,0.56481,0.23849,0.93655,3.7251,0
7853,0.63127,0.58191,0.9543,0.36734,3813.4,0.095716,1.5841,0.022139,0.095716,0.36965,0.035071,13.516,0.71718,0
7854,0.64683,0.43707,1.0287,0.28271,1878.9,0.19426,1.546,0.097036,0.19426,0.54772,0.15002,0.27813,2.6972,0
7855,0.41126,1.4316,1.464,0.58874,2012.1,0.1814,2.4316,0.050072,0.16107,2.7157,2.8257,1.3854,3.1948,0
7856,0.72626,0.17787,1.0898,0.12918,1681.4,0.21708,1.3769,0.078368,0.21708,0.60219,0.10791,0.34212,2.0569,0
7859,0.47338,0.9766,1.0428,0.4623,1908.4,0.19126,2.1125,0.066507,0.15845,0.37115,0.14049,1.2359,4.1809,0
7860,0.61078,0.63724,0.98623,0.38922,-21578.0,-0.016915,1.6372,-0.00049768,0.051847,-0.0054557,-0.00081482,0.76193,1.672,0
7868,0.37463,1.6193,1.0665,0.60662,15702.0,0.023245,2.6693,0.091988,0.029269,0.79342,0.24554,0.17153,2.7133,0
7870,0.75306,0.22564,1.0647,0.16992,6343.7,0.057537,1.3279,0.075865,0.049164,0.60138,0.10074,0.7915,2.9918,0
7871,0.45036,-0.012668,1.0621,-0.0057053,-704.76,-0.5179,2.2204,0.1163,-0.42576,0.62758,0.25824,0.31736,4.4812,0
7874,0.61736,0.6198,1.3879,0.38264,2584.5,0.14123,1.6198,0.094752,0.11664,3.0602,1.8483,4.7595,4.5416,0
7878,0.49725,0.81741,1.1209,0.40645,3710.7,0.098363,2.0111,0.22338,0.097523,1.2797,0.44924,0.72293,3.6078,0
7879,0.80868,0.22621,0.98304,0.18293,9442.7,0.038654,1.2366,-0.0060166,0.042933,-0.042825,-0.00744,0.074637,3.9951,0
7880,0.61537,0.62505,1.0581,0.38463,1166.4,0.31292,1.625,0.12885,0.26468,0.65418,0.20938,0.59362,6.6937,0
7882,0.74807,0.33677,1.2114,0.25193,99250.0,0.0036776,1.3368,0.011703,0.0036776,0.62763,1.1917,0.29275,2.1821,0
7885,0.57129,0.75043,1.4684,0.42871,3676.5,0.099278,1.7504,0.083307,0.081339,1.1952,2.4766,0.42997,4.826,0
7887,0.47155,1.0923,1.0592,0.51509,1994.5,0.183,2.1207,0.068141,0.15794,0.59203,0.1445,0.54256,2.8514,0
7888,0.83551,0.17602,1.0121,0.14706,-3331.7,-0.10955,1.1969,0.014015,-0.10955,0.15683,0.016774,0.16924,2.9723,0
7889,0.81815,0.15667,1.0018,0.12818,-7038.7,-0.051856,1.2223,0.0067289,-0.043869,0.078812,0.0082245,1.7186,2.2577,0
7891,0.93414,0.070493,0.99576,0.06585,-2588.3,-0.14102,1.0705,-0.019189,-0.13804,-0.1244,-0.020542,0.40834,6.9536,0
7892,0.24023,2.8917,0.97254,0.69466,-9375.4,-0.038931,4.1627,-0.055442,-0.037363,-0.25377,-0.23079,1.6942,6.037,0
7894,0.79589,0.25599,1.1053,0.20374,2079.9,0.17549,1.2565,0.12413,0.17214,1.2652,0.15597,0.28199,1.4508,0
7895,0.92974,0.042156,0.98796,0.039194,-1675.9,-0.21779,1.0756,-0.0069114,-0.21779,-0.059254,-0.0074337,0.4982,2.6055,0
7896,0.16284,5.0511,1.0467,0.82252,431.81,0.84527,6.141,0.098097,0.71488,0.50898,0.60242,3.008,4.9541,0
7897,0.67421,0.48321,1.3413,0.32579,4526.5,0.080636,1.4832,0.042443,0.073359,1.1457,1.7634,0.39389,2.921,0
7899,0.94324,0.060175,0.9308,0.05676,-1347.7,-0.27083,1.0602,-0.18144,-0.27083,-1.7113,1.0344,0.12306,1.2937,0
7901,0.62157,0.58464,1.0234,0.3634,13149.0,0.02776,1.6088,0.025811,0.02776,0.25246,0.041526,0.68345,1.8675,0
7902,0.91391,0.094203,1.952,0.086093,7200.2,0.050693,1.0942,0.070407,0.041851,1.1997,2.0906,0.62735,3.9476,0
7903,0.71246,0.26292,1.0315,0.18732,6919.7,0.052748,1.4036,0.031714,0.052748,0.33855,0.044514,0.19029,2.3197,0
7904,0.87098,0.14625,1.0347,0.12738,3828.8,0.09533,1.1481,0.073099,0.09533,0.30902,0.083927,0.73585,38.097,0
7906,0.80282,0.24561,1.5462,0.19718,-6012.2,-0.06071,1.2456,-0.024101,-0.06071,-0.30144,1.9569,0.38233,2.7144,0
7907,0.5563,0.75952,1.0256,0.42252,2764.3,0.13204,1.7976,0.028394,0.13179,0.21135,0.05104,0.31618,2.5866,0
7908,0.44201,1.2624,0.59733,0.55799,2692.4,0.13556,2.2624,-0.037651,0.13556,-1.0997,1.4407,0.74036,0.98895,0
7909,0.34226,1.8755,0.79564,0.64192,-692.81,-0.52684,2.9217,-0.21836,-0.52684,-2.1853,-0.638,0.51414,1.2817,0
7912,0.73989,0.35155,2.3762,0.26011,-8560.7,-0.042637,1.3515,0.12867,-0.035011,0.73996,2.76,0.60912,14.039,0
7916,0.18468,4.4147,2.1789,0.81532,352.01,1.0369,5.4147,0.18364,0.85913,7.9638,7.951,1.7733,8.8187,0
7919,0.34497,1.7533,1.1169,0.60483,660.1,0.55294,2.8988,0.15582,0.44921,1.1266,0.4517,1.3772,4.1505,0
7920,0.48145,0.92771,1.0854,0.44665,1518.7,0.24034,2.0771,0.10429,0.21883,0.84807,0.21661,1.2923,2.7102,0
7921,0.65447,0.52794,1.0104,0.34553,8727.9,0.04182,1.5279,0.032604,0.04182,0.11776,0.049817,0.56135,10.113,0
7922,0.75272,0.27281,0.98381,0.20535,-4713.5,-0.077437,1.3285,-0.025855,-0.052906,-0.19323,-0.034348,0.29925,5.343,0
7924,0.42391,1.359,2.0093,0.57609,602.84,0.60546,2.359,0.19568,0.51208,3.7422,4.3053,0.56341,2.1421,0
7926,0.86616,0.15452,2.0863,0.13384,4608.0,0.07921,1.1545,0.07848,0.07921,1.6984,2.3659,0.29212,3.8967,0
7927,0.59221,0.68858,2.427,0.40779,1197.3,0.30484,1.6886,0.16097,0.24882,1.9719,3.8349,0.75765,8.365,0
7928,0.64407,0.53049,0.92349,0.34167,3600.6,0.10137,1.5526,0.04463,0.089557,0.41024,0.069294,0.55328,1.3885,0
7930,0.35215,1.7343,1.0471,0.61075,2903.4,0.12572,2.8397,0.046221,0.096473,0.40213,0.13125,0.7964,3.1925,0
7931,0.12667,6.8947,0.0067973,0.87333,2201.9,0.16576,7.8947,-0.0027097,0.0016374,-3.6507,0.050767,0.44857,0.0070167,0
7932,0.80866,0.21915,1.021,0.17722,4511.5,0.080905,1.2366,0.0068244,0.090001,0.0946,0.0084392,0.03717,1.2286,0
7933,0.69943,0.27193,0.99806,0.19019,-13875.0,-0.026307,1.4297,-0.015616,-0.090474,-0.1021,-0.022327,0.48448,3.0166,0
7934,0.84305,0.18306,1.0399,0.15433,6621.6,0.055123,1.1862,0.052466,0.052425,0.426,0.062234,0.82091,4.7277,0
7937,0.60425,0.65495,2.7337,0.39575,5830.2,0.062605,1.6549,0.033081,0.062605,1.0358,4.4714,0.61049,5.5136,0
7938,0.75269,0.32856,1.0699,0.24731,3031.1,0.12042,1.3286,0.055941,0.10345,1.7541,1.3691,0.3036,2.5704,0
7941,0.6968,0.40838,1.0274,0.28456,8031.6,0.045445,1.4351,0.034341,0.046177,0.53868,0.049284,0.44366,1.2136,0
7943,0.75988,0.316,1.573,0.24012,3502.8,0.1042,1.316,0.040392,0.087753,1.0593,2.017,0.53568,7.7628,0
7944,0.89916,0.11215,0.62649,0.10084,23136.0,0.015776,1.1121,0.031577,0.015776,1.3583,0.67731,0.6953,6.3092,0
7945,0.36531,1.7374,4.8519,0.63469,371.69,0.98201,2.7374,0.33296,0.80543,82.547,12.38,2.1305,22.028,0
7949,0.39135,1.2442,1.0357,0.48693,1105.4,0.33021,2.5552,0.074566,0.30605,0.36704,0.19053,0.81498,4.1928,0
7950,0.89751,0.099556,0.99999,0.089353,-4921.3,-0.074168,1.1142,0.015668,-0.056694,0.12405,0.017457,0.4829,2.8067,0
7952,1.082,-0.075808,0.46372,-0.082027,-3752.3,-0.097273,0.92419,0.012969,-0.097273,0.073262,0.44109,0.62208,0.91165,0
7953,0.49696,1.0078,1.0127,0.50082,2155.2,0.16936,2.0122,0.029351,0.15582,0.18922,0.059061,0.33342,2.1147,0
7954,0.40408,1.1899,1.0559,0.48082,772.24,0.47265,2.4748,0.10741,0.40404,0.64385,0.26581,0.62267,4.543,0
7955,0.6077,0.525,1.0409,0.31905,2277.7,0.16025,1.6456,0.051523,0.12854,0.39932,0.084783,0.57865,4.3796,0
7956,0.62727,0.59422,1.0484,0.37273,2680.9,0.13615,1.5942,0.051305,0.12072,0.49589,0.081791,0.42539,3.323,0
7957,0.64922,0.54032,2.6459,0.35078,3152.3,0.11579,1.5403,0.089023,0.093788,2.8813,2.0284,0.74152,5.18,0
7958,0.65302,0.3392,0.95967,0.2215,5377.3,0.067878,1.5313,-0.0095496,0.067135,-0.11668,-0.014624,0.41044,1.6866,0
7959,0.50473,0.9146,1.0074,0.46163,-3285.8,-0.11109,1.9813,0.0063485,-0.082049,0.10058,0.012578,0.42363,0.80071,0
7960,0.095455,8.3906,1.2019,0.80093,154.02,2.3698,10.476,0.20476,2.0417,2.1685,2.1451,3.7872,1.8017,0
7961,0.33191,2.0129,1.5806,0.66809,1012.8,0.36037,3.0129,0.12821,0.2982,4.2953,4.2129,0.78837,2.3323,0
7963,0.36541,1.7366,0.5799,0.63459,4301.4,0.084856,2.7366,-0.029865,0.1197,-2.7085,1.3858,0.83483,1.05,0
7966,0.68075,0.3431,1.1573,0.23357,9345.1,0.039058,1.469,0.23243,0.023526,1.5177,0.34144,0.47296,4.9431,0
7967,0.4087,1.4468,1.128,0.5913,665.8,0.54821,2.4468,0.17084,0.49242,1.5689,0.418,0.57387,1.6862,0
7968,0.70442,0.39243,1.1013,0.27644,1707.5,0.21376,1.4196,0.11301,0.19462,1.0011,0.16043,1.0382,2.3219,0
7970,0.58024,0.56075,1.0353,0.32537,5626.6,0.064871,1.7234,0.049086,0.06503,0.42761,0.084595,0.76032,2.8244,0
7976,0.60791,0.58024,0.98518,0.35273,10867.0,0.033588,1.645,0.032563,0.031604,0.42511,0.053566,0.25933,1.6476,0
7977,0.74303,0.34585,1.504,0.25697,3594.6,0.10154,1.3458,0.10057,0.085994,1.6949,1.9022,0.44757,3.3096,0
7988,0.41205,1.4269,1.3417,0.58795,2237.0,0.16316,2.4269,0.033798,0.15226,1.3927,3.2869,0.4375,1.6762,0
7993,0.77391,0.26704,1.0411,0.20666,31920.0,0.011435,1.2921,0.08791,0.01978,0.69881,0.11359,0.18366,3.6891,0
7994,0.29673,2.37,0.8792,0.70327,526.31,0.69351,3.37,0.14588,0.69351,27.76,2.6028,0.65914,1.6262,0
7995,0.77249,0.18658,1.0289,0.14413,5031.8,0.072538,1.2945,0.045815,0.070142,0.31355,0.059308,0.16879,2.7604,0
7997,0.52049,0.64342,1.0588,0.3349,3454.0,0.10568,1.9212,0.068154,0.1107,0.56911,0.13094,0.58577,2.7776,0
8000,0.62996,0.44788,1.0429,0.28214,5087.3,0.071748,1.5874,0.057548,0.072644,0.43256,0.091353,0.68756,4.0653,0
8002,0.8937,0.10824,0.99033,0.09673,-34990.0,-0.010431,1.1189,-0.010521,-0.0052671,-0.061966,-0.011773,0.49985,6.4253,0
8003,0.37557,1.6626,1.5734,0.62443,704.49,0.5181,2.6626,0.17407,0.43643,4.8141,3.8561,1.1659,3.4119,0
8004,0.61636,0.43571,1.0877,0.26855,2355.0,0.15499,1.6224,0.085994,0.14222,1.2871,0.13952,0.3363,1.0065,0
8005,0.75238,0.32911,0.9194,0.24762,-2905.4,-0.12563,1.3291,-0.091828,-0.12563,-0.87378,-0.12205,0.20689,1.6402,0
8009,0.58496,0.70953,2.0392,0.41504,4054.4,0.090026,1.7095,-0.042666,0.067003,-3.1293,3.5679,1.194,5.8469,0
8011,0.35827,1.6922,1.0915,0.60629,645.19,0.56572,2.7912,0.15453,0.47943,0.83739,0.43133,1.5343,5.1291,0
8014,0.92291,0.083526,0.30336,0.077087,7564.3,0.048253,1.0835,0.023646,0.044554,3.526,0.30988,0.46668,0.38422,0
8016,0.68069,0.3947,1.0467,0.26867,2479.7,0.1472,1.4691,0.088469,0.1493,0.58447,0.12997,0.94305,2.7118,0
8017,0.55363,0.63824,1.0076,0.35335,2449.7,0.149,1.8063,0.022265,0.14854,0.22709,0.040217,0.27673,1.3623,0
8020,0.41862,1.1292,1.2117,0.47272,813.4,0.44873,2.3888,0.28301,0.39339,2.1774,0.67606,0.73184,3.5228,0
8021,0.51363,0.91897,1.0622,0.47201,1008.5,0.36194,1.9469,0.096932,0.33248,0.54535,0.18872,0.59343,4.091,0
8023,0.73924,0.30415,1.0207,0.22484,3509.9,0.10399,1.3527,0.027815,0.093987,0.2271,0.037626,0.49667,2.9349,0
8025,0.64364,0.49665,1.0997,0.31967,1580.5,0.23094,1.5537,0.12099,0.19909,0.99255,0.18798,0.58494,3.2231,0
8026,0.77217,0.18581,1.0022,0.14347,17357.0,0.021028,1.295,0.011684,0.021785,0.12477,0.015131,0.37553,1.7743,0
8027,0.88105,0.13501,0.70722,0.11895,7559.3,0.048285,1.135,0.027684,0.048285,2.8206,0.83221,0.95358,0.84128,0
8028,0.58665,0.7046,1.5646,0.41335,25329.0,0.01441,1.7046,0.034162,0.0095304,1.2991,1.8102,0.6811,2.7227,0
8029,0.39412,1.4815,1.0796,0.58391,1077.1,0.33888,2.5373,0.080531,0.30675,0.95139,0.20433,0.37344,2.1762,0
8031,0.69148,0.44617,1.0836,0.30852,2361.4,0.15457,1.4462,0.11767,0.15457,0.84143,0.17017,0.46543,8.6025,0
8035,0.40845,1.1332,1.0305,0.46286,3627.6,0.10062,2.4483,0.025608,0.10055,0.20933,0.062694,0.25083,2.4216,0
8036,0.5536,0.7314,1.0161,0.40491,4672.2,0.078122,1.8064,0.019376,0.068015,0.14332,0.034999,1.1766,4.7409,0
8038,0.28545,2.5033,1.4813,0.71455,-1579.1,-0.23115,3.5033,-0.053673,-0.23639,-1.5835,5.1769,0.63481,2.5616,0
8039,0.54906,0.70703,1.0016,0.3882,2181.9,0.16729,1.8213,0.023037,0.16729,0.25281,0.041957,0.5289,2.1938,0
8040,0.52978,0.84441,0.94981,0.44735,2298.3,0.15881,1.8876,0.061106,0.13613,0.57351,0.11534,0.34132,2.2079,0
8041,0.74894,0.28442,0.92599,0.21301,-7192.3,-0.050749,1.3352,-0.041816,-0.032771,-0.54518,-0.055833,0.46926,2.038,0
8042,0.66587,0.50179,1.0074,0.33413,8686.5,0.042019,1.5018,0.0077514,0.04143,0.050273,0.011641,0.32291,3.7623,0
8044,0.49191,1.0329,0.43837,0.50809,2118.4,0.1723,2.0329,0.035768,0.16695,6.0902,0.91042,0.65732,0.60133,0
8045,0.45381,0.96601,1.0328,0.43838,1178.8,0.30963,2.2036,0.084132,0.27653,0.39001,0.18539,0.9464,4.2268,0
8046,0.80651,0.23991,2.354,0.19349,-62238.0,-0.0058646,1.2399,0.0467,0.0015844,0.58984,2.8624,0.88415,16.377,0
8053,0.69708,0.32027,0.84753,0.22325,-1017.7,-0.35864,1.4345,-0.3004,-0.35864,-1.4936,-0.43094,0.36951,2.2649,0
8054,0.55676,0.58685,1.0471,0.32673,1070.0,0.34113,1.7961,0.14033,0.29333,0.77441,0.25205,0.51502,3.0322,0
8057,0.4396,1.021,1.0157,0.44882,2113.3,0.17271,2.2748,0.015153,0.1694,0.077578,0.034471,0.82602,2.9678,0
8058,0.70014,0.25589,0.99014,0.17916,4034.5,0.090469,1.4283,0.015912,0.089288,0.12686,0.022727,1.0318,1.6828,0
8062,0.78725,0.27025,1.7626,0.21275,23075.0,0.015818,1.2702,0.027574,0.0027664,1.4624,2.2199,1.1656,4.1434,0
8063,0.58764,0.54984,0.92467,0.32311,-1296.5,-0.28152,1.7017,-0.24993,-0.28152,-0.70402,-0.42531,0.42009,4.6109,0
8064,0.99638,0.0036328,1.8499,0.0036197,3571.8,0.10219,1.0036,0.2139,0.083747,1.9077,1.5112,0.20705,2.5419,0
8068,0.82864,0.20289,1.0504,0.16813,5641.5,0.064699,1.2068,0.067962,0.06469,1.7008,0.082016,1.5756,0.59704,0
8070,0.24735,3.0429,1.3152,0.75265,300.02,1.2166,4.0429,0.21072,1.0447,1.554,0.85191,1.5057,3.9184,0
8071,1.1148,-0.10607,0.95509,-0.11825,-4855.7,-0.07517,0.89701,-0.053219,-0.074794,-0.46502,-0.047738,0.50007,1.3199,0
8072,0.24494,2.863,1.0599,0.70125,329.73,1.107,4.0827,0.21551,1.107,0.64744,0.87985,1.8411,7.3774,0
8076,0.71467,0.39925,2.9791,0.28533,2268.6,0.16089,1.3993,0.1099,0.1296,0.63661,3.9803,1.0403,5.3326,0
8077,0.26958,2.4784,0.99513,0.66812,1501.6,0.24307,3.7095,-0.002623,0.2328,-0.0079307,-0.0097297,1.6594,6.3178,0
8079,0.57598,0.73617,5.6295,0.42402,3123.0,0.11688,1.7362,0.053255,0.10191,1.0413,9.6815,0.66819,12.879,0
8080,0.50943,0.64972,1.1307,0.33098,624.57,0.58441,1.963,0.23331,0.50342,1.4687,0.45799,0.80582,3.4844,0
8082,0.62626,0.36904,1.0292,0.23111,31054.0,0.011754,1.5968,0.034901,0.012191,0.25297,0.055729,0.46964,2.1042,0
8083,0.48767,0.91462,1.0012,0.44603,2415.9,0.15108,2.0506,0.011912,0.14721,0.031177,0.024427,0.70188,6.4375,0
8084,0.37097,1.5841,0.99529,0.58765,1921.2,0.18999,2.6957,0.0013438,0.18446,0.0051734,0.0036224,1.2377,4.7007,0
8086,0.83233,0.13848,1.5574,0.11526,-13723.0,-0.026598,1.2015,0.10003,0.10998,0.56194,1.3381,0.39736,2.2281,0
8087,0.44031,1.2711,4.0071,0.55969,1326.3,0.27521,2.2711,0.058749,0.26738,4.1952,9.2066,0.78921,6.4912,0
8088,0.47333,0.92394,0.90852,0.43733,-1142.8,-0.31939,2.1127,-0.2356,-0.22169,-0.48912,-0.49776,0.70623,7.708,0
8094,0.79034,0.26529,2.6336,0.20966,4312.2,0.084643,1.2653,0.086483,0.070149,0.59526,3.2284,0.89974,6.7056,0
8095,0.71915,0.30566,0.88639,0.21982,-530.22,-0.6884,1.3905,-0.57154,-0.688,-1.0562,-0.79475,0.69438,7.56,0
8096,0.30265,2.1318,1.0335,0.6452,593.46,0.61504,3.3041,0.11871,0.53359,0.42092,0.39223,1.2504,6.0831,0
8097,0.92524,0.080797,2.0605,0.074757,-1542.3,-0.23666,1.0808,-0.29084,-0.23666,-7.5646,2.5769,0.11432,2.5938,0
8098,0.35257,1.6952,1.0019,0.59768,2529.0,0.14433,2.8363,0.019175,0.14574,0.09183,0.054386,1.3589,4.6819,0
8099,0.57991,0.70955,1.0346,0.41148,2019.8,0.18071,1.7244,0.077385,0.16162,0.36117,0.13344,0.3686,2.988,0
8100,0.2092,3.0306,0.9123,0.634,12611.0,0.028943,4.7801,-0.089318,0.027845,-0.59196,-0.42695,1.3321,2.1503,0
8101,0.62742,0.31548,0.98878,0.19794,-31998.0,-0.011407,1.5938,-0.038558,-0.011407,-0.1791,-0.061455,0.46831,3.1598,0
8103,0.57438,0.74099,3.1771,0.42562,2069.9,0.17634,1.741,0.025702,0.17065,3.1892,5.6864,1.0454,5.9901,0
8105,0.76303,0.31057,3.6927,0.23697,-1351.2,-0.27014,1.3106,-0.23866,-0.27014,-11.319,5.2511,0.45628,6.2388,0
8107,0.61325,0.63066,2.453,0.38675,4220.2,0.086489,1.6307,-0.0067023,0.083914,-0.59083,4.138,0.79123,4.541,0
8109,0.63278,0.58034,2.3868,0.36722,-1645.1,-0.22187,1.5803,-0.12569,-0.22187,-7.9365,3.4918,0.36435,2.7493,0
8110,0.46026,1.1727,3.2036,0.53974,-17960.0,-0.020323,2.1727,-0.035316,-0.027069,-4.2727,7.1305,0.8456,6.6229,0
8114,0.47855,1.0896,3.7065,0.52145,-927.06,-0.39372,2.0896,-0.19988,-0.39372,-137.48,8.5304,1.014,7.8907,0
8117,0.53411,0.64839,1.0439,0.34631,971.31,0.37578,1.8723,0.13121,0.33304,0.47142,0.24566,1.2075,5.5466,0
8118,0.60383,0.53322,0.91838,0.32197,-2891.0,-0.12626,1.6561,-0.0962,-0.12987,-0.4101,-0.15932,0.50482,3.1956,0
8119,0.23601,3.237,1.5517,0.76399,1890.1,0.19311,4.237,0.0119,0.16282,6.9024,5.9891,3.3698,3.9357,0
8120,0.27937,2.1644,1.0008,0.60466,1196.1,0.30515,3.5795,0.0090136,0.29322,0.033644,0.032264,1.9328,6.574,0
8121,0.36217,1.2232,0.95065,0.44299,4050.2,0.090118,2.7611,-0.062634,0.090118,-0.25191,-0.17294,1.5857,3.6906,0
8122,0.56721,0.67695,0.99761,0.38397,3162.9,0.1154,1.763,0.012282,0.1095,0.034958,0.021653,0.8025,6.3728,0
8125,0.47053,1.0733,1.0057,0.50501,1943.0,0.18785,2.1252,0.012314,0.17343,0.025257,0.026171,1.3933,16.001,0
8127,0.47328,0.998,0.98224,0.47233,-26331.0,-0.013862,2.1129,-0.029114,-0.016015,-0.11633,-0.061516,0.64733,4.0999,0
8128,0.53649,0.54231,0.93121,0.29094,-2146.0,-0.17008,1.864,-0.12853,-0.17615,-0.63234,-0.23958,0.39594,2.6599,0
8129,0.63616,0.39374,1.0092,0.25048,14146.0,0.025803,1.5719,0.026431,0.025803,0.28231,0.041548,0.10766,1.0211,0
8130,0.36896,1.565,0.94215,0.57743,-950.68,-0.38393,2.7103,-0.14278,-0.40563,-0.55374,-0.38699,0.71325,6.0453,0
8131,0.64077,0.4143,1.0082,0.26547,4005.2,0.091132,1.5606,0.035378,0.088948,0.14957,0.055212,0.66381,4.4341,0
8132,0.32252,1.762,0.98804,0.56829,1419.0,0.25723,3.1006,0.013854,0.24353,0.044509,0.042956,1.0648,5.486,0
8133,0.43306,1.0487,0.99457,0.45413,2655.7,0.13744,2.3091,-0.00075793,0.12319,-0.0034433,-0.0017502,0.67238,3.561,0
8134,0.46866,1.0148,0.99002,0.47558,1810.5,0.20161,2.1337,0.021935,0.19265,0.064843,0.046803,0.60486,5.4868,0
8135,0.52288,0.65981,0.89658,0.345,-2100.8,-0.17375,1.9125,-0.20601,-0.17375,-0.69045,-0.39398,0.63405,4.4918,0
8136,0.37722,1.4569,0.98894,0.54956,2104.3,0.17345,2.651,-0.023874,0.17418,-0.068694,-0.063289,1.0018,5.7319,0
8137,0.54045,0.73191,1.0102,0.39556,3059.1,0.11931,1.8503,0.014502,0.11479,0.057605,0.026834,0.97484,6.5014,0
8138,0.18508,3.8794,0.98936,0.71799,1276.5,0.28594,5.4032,-0.0095383,0.29641,-0.034607,-0.051537,1.8199,4.6595,0
8139,0.23633,3.0698,0.94757,0.72549,-1393.7,-0.26189,4.2313,-0.10335,-0.26946,-0.41482,-0.43729,2.928,5.5378,0
8140,0.54585,0.63859,1.0033,0.34858,1722.6,0.21189,1.832,0.028674,0.19419,0.079326,0.052531,0.8794,8.9591,0
8141,0.29818,1.8867,0.98985,0.56259,1023.5,0.35663,3.3536,0.016004,0.33861,0.062186,0.053671,1.2765,4.3883,0
8142,0.32355,1.6816,0.92833,0.54409,-1003.6,-0.3637,3.0907,-0.17951,-0.37118,-0.4843,-0.55481,1.052,7.6791,0
8143,0.4832,0.86716,0.94702,0.41901,-5172.1,-0.070571,2.0695,-0.098167,-0.071933,-0.40691,-0.20316,0.5196,3.3516,0
8144,0.52669,0.48419,0.91973,0.25502,11002.0,0.033176,1.8987,-0.064593,0.031364,-0.29077,-0.12264,0.56554,2.9171,0
8145,0.43224,1.2743,0.9894,0.55082,2234.0,0.16339,2.3135,0.0080662,0.16339,0.021621,0.018661,1.1629,8.1093,0
8146,0.2378,2.8447,1.0293,0.67648,395.04,0.92396,4.2052,0.11764,0.82397,0.50665,0.49471,2.008,4.8947,0
8147,0.61445,0.60741,1.0044,0.37323,3588.0,0.10173,1.6275,0.014863,0.098838,0.045673,0.024189,0.80208,6.9372,0
8148,0.36548,1.3666,0.97474,0.49948,4967.9,0.073472,2.7361,-0.063522,0.10365,-0.21194,-0.1738,1.1592,6.0405,0
8149,0.33188,1.5408,0.99419,0.51136,1564.2,0.23335,3.0132,0.0090016,0.22923,0.030628,0.027123,1.1424,4.906,0
